Periodo,Unidades_Reales,Unidades_Ajustadas,Residuo
2003-01-01,26.0,34.678955921089276,-8.678955921089276
2003-02-01,11.0,23.08812963826817,-12.088129638268171
2003-03-01,42.0,36.29838134923136,5.701618650768637
2003-04-01,20.0,13.053340820315292,6.946659179684708
2003-05-01,44.0,47.686833234482094,-3.686833234482094
2003-06-01,18.0,17.974030113173384,0.025969886826615607
2003-07-01,31.0,31.598980187576547,-0.5989801875765473
2003-08-01,18.0,18.59850306550342,-0.5985030655034187
2003-09-01,55.0,55.025932017397444,-0.02593201739744444
2003-10-01,88.0,87.01210072646288,0.9878992735371241
2003-11-01,180.0,177.74806341210044,2.2519365878995643
2003-12-01,49.0,45.612803154553106,3.387196845446894
2004-01-01,54.0,44.16433406310385,9.835665936896149
2004-02-01,40.0,27.29311369685711,12.706886303142891
2004-03-01,35.0,35.75731831352501,-0.7573183135250119
2004-04-01,42.0,35.17902431603555,6.820975683964448
2004-05-01,21.0,31.428321647843255,-10.428321647843255
2004-06-01,22.0,22.004183187531446,-0.004183187531445753
2004-07-01,49.0,48.39585494068038,0.6041450593196203
2004-08-01,79.0,78.40980723352567,0.5901927664743312
2004-09-01,47.0,46.996046156233334,0.0039538437666664095
2004-10-01,91.0,92.0169222998795,-1.0169222998794964
2004-11-01,170.0,172.28902921659756,-2.289029216597555
2004-12-01,52.0,55.40761719253165,-3.407617192531653
2005-01-01,60.0,61.171406200715616,-1.1714062007156159
2005-02-01,60.0,60.64196812661144,-0.6419681266114381
2005-03-01,46.0,50.894028198259306,-4.894028198259306
2005-04-01,29.0,42.7297849943451,-13.729784994345103
2005-05-01,66.0,51.85987680339813,14.14012319660187
